name,date,Organism_Name,Isolate,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,GenBank_Title,Collection_Year,source,year
PP564652,10/9/2023,dengue virus type 2,23GZ21383_D2_A,Orthoflavivirus denguei,10610,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ21383_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR029937,8/14/2019,dengue virus type 1,DENV1_D19812,Orthoflavivirus denguei,10626,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19812 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MN123837,11/1/2018,dengue virus type I,18102904,Orthoflavivirus denguei,2325,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 18102904 polyprotein (POLY) gene, partial cds",2018,world,1970
MN018354,5/23/2017,Dengue virus type 2,D17027,Orthoflavivirus denguei,10724,GenBank,complete,,,,China: Guangdong Province,China,,Homo sapiens,,"Dengue virus type 2 isolate D17027, complete genome",2017,world,1970
MN921386,9/19/2019,dengue virus type I,19XN23646*,Orthoflavivirus denguei,1616,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN23646* polyprotein (POLY) gene, partial cds",2019,world,1970
MN915181,11/10/2019,Dengue virus type 2,19XN27864*,Orthoflavivirus denguei,1493,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type 2 isolate 19XN27864* polyprotein (POLY) gene, partial cds",2019,world,1970
MK466345,8/26/2017,dengue virus type I,BNJH17033,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Yunnan Province,China,,Homo sapiens,blood,"Dengue virus type I isolate BNJH17033 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
KU291722,1/1/2014,Dengue virus,D1/China/GDqy/D14156/2014,Orthoflavivirus denguei,1479,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDqy/D14156/2014 envelope protein gene, partial cds",2014,world,1970
PP564560,9/13/2023,dengue virus type 2,23GZ18514_D2_A,Orthoflavivirus denguei,10664,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ18514_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
MG523210,8/1/2017,dengue virus type I,17083101,Orthoflavivirus denguei,2322,GenBank,partial,1,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate 17083101 polyprotein gene, partial cds",2017,world,1970
PP564532,9/6/2023,dengue virus type 2,23GZ17449_D2_A,Orthoflavivirus denguei,10713,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ17449_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
KX056466,7/30/2015,dengue virus type I,DENV-1/China/YN/15DGR37(2015),Orthoflavivirus denguei,1485,GenBank,partial,DENV 1,,,China: Yunnan,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV-1/China/YN/15DGR37(2015) envelope protein gene, partial cds",2015,world,1970
ON908245,6/1/2019,dengue virus type 3,D3_19XN50516,Orthoflavivirus denguei,10641,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 3 isolate D3_19XN50516 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KY672934,10/22/2015,dengue virus type I,DENV-1/China/YN/GM1502 (2015),Orthoflavivirus denguei,10738,GenBank,complete,DENV 1,,,China: Yunnan,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV-1/China/YN/GM1502 (2015), complete genome",2015,world,1970
MG523225,8/1/2017,dengue virus type I,2017081109,Orthoflavivirus denguei,2322,GenBank,partial,1,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate 2017081109 polyprotein gene, partial cds",2017,world,1970
MG738134,1/1/2017,dengue virus type I,D1/China/GDzs/D17500/2017,Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDzs/D17500/2017 envelope protein (E) gene, partial cds",2017,world,1970
MW721466,10/1/2014,dengue virus type 2,GZ8H/2019067/2014/II,Orthoflavivirus denguei,10706,GenBank,partial,2,,,China,China,,Homo sapiens,blood,"Dengue virus 2 isolate GZ8H/2019067/2014/II polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2014,world,1970
KU291643,1/1/2013,Dengue virus,D3/China/GDzs/D13053/2013/,Orthoflavivirus denguei,1473,GenBank,partial,DENV 3,,1,China,China,,Homo sapiens,,"Dengue virus isolate D3/China/GDzs/D13053/2013/ envelope protein gene, partial cds",2013,world,1970
PP564678,11/2/2023,dengue virus type 2,23GZ22183_D2_A,Orthoflavivirus denguei,10682,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ22183_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR029852,8/4/2019,dengue virus type 1,DENV1_D19436,Orthoflavivirus denguei,10668,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19436 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KY038912,1/1/2014,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Yunnan Province,China,,Homo sapiens,blood,"Dengue virus type 2 strain RLDEN1467 envelope protein gene, partial cds",2014,world,1970
MG560255,9/17/2014,dengue virus type I,P1297/China/GD/ZS/2014,Orthoflavivirus denguei,1485,GenBank,partial,,,,"China: Zhongshan, Guangdong Province",China,,Homo sapiens,,"Dengue virus type I isolate P1297/China/GD/ZS/2014 envelope protein gene, partial cds",2014,world,1970
MW290484,1/1/2016,Dengue virus type 2,D2/FJ/387/2016,Orthoflavivirus denguei,1449,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/FJ/387/2016 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
KU504497,9/9/2015,Dengue virus type 2,CHN/ZJ/SX10/15,Orthoflavivirus denguei,1056,GenBank,partial,,,,China: Zhejiang,China,,Homo sapiens,blood,"Dengue virus type 2 isolate CHN/ZJ/SX10/15 nonstructural protein 1 gene, partial cds",2015,world,1970
OR029727,8/19/2019,dengue virus type 2,DENV2_D191120,Orthoflavivirus denguei,10649,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV2_D191120 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MT705062,8/1/2019,dengue virus type I,YN-19-84,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-84 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
KC006935,1/1/2011,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus 1 strain 11/GZ/03 envelope protein gene, partial cds",2011,world,1970
MN921284,6/23/2019,dengue virus type I,19XN17446,Orthoflavivirus denguei,1622,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN17446 polyprotein (POLY) gene, partial cds",2019,world,1970
MT705141,10/1/2019,dengue virus type I,YN-19-B630,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-B630 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MN921608,9/30/2019,dengue virus type I,19XN51008*,Orthoflavivirus denguei,1625,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate 19XN51008* polyprotein (POLY) gene, partial cds",2019,world,1970
MN933761,8/20/2018,dengue virus type I,2018XN60897,Orthoflavivirus denguei,1552,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate 2018XN60897 polyprotein (POLY) gene, partial cds",2018,world,1970
KX577711,11/1/2015,Dengue virus 2,1030-24,Orthoflavivirus denguei,2325,GenBank,partial,DENV-2,,1,China,China,,Homo sapiens,blood,"Dengue virus 2 isolate 1030-24 polyprotein gene, partial cds",2015,world,1970
KU291773,1/1/2014,Dengue virus,D1/China/GDjy/D14554/2014,Orthoflavivirus denguei,1478,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDjy/D14554/2014 envelope protein gene, partial cds",2014,world,1970
OR029752,8/16/2019,dengue virus type 1,DENV1_D191064,Orthoflavivirus denguei,10654,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D191064 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MG738113,1/1/2017,dengue virus type I,D1/China/GDzj/D17352/2017(guangzhou),Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDzj/D17352/2017(guangzhou) envelope protein (E) gene, partial cds",2017,world,1970
PP564570,9/14/2023,dengue virus type 2,23GZ18976_D2_A,Orthoflavivirus denguei,10646,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ18976_D2_A polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OQ976893,9/1/2019,dengue virus type 1,Mengding1410,Orthoflavivirus denguei,1043,GenBank,partial,,,,China: Yunnan Province,China,,Homo sapiens,blood,"Dengue virus type I isolate Mengding1410 polyprotein (POLY) gene, partial cds",2019,world,1970
MG840614,1/1/2017,Dengue virus type 2,D2/China/GDzq/D17024/2017(Malaysia),Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDzq/D17024/2017(Malaysia) envolope protein (E) mRNA, partial cds",2017,world,1970
PP565835,10/1/2023,dengue virus type 2,23GZ19800_D2E,Orthoflavivirus denguei,1442,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 23GZ19800_D2E polyprotein (POLY) gene, partial cds",2023,world,1970
KT751346,1/20/2015,dengue virus type I,Guangzhou/2014/1,Orthoflavivirus denguei,1056,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus type I isolate Guangzhou/2014/1 NS1 protein gene, partial cds",2015,world,1970
MN894252,7/15/2019,dengue virus type I,JX32/2019,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Nanchang,China,,Homo sapiens,blood,"Dengue virus type I isolate JX32/2019 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
KP191517,9/1/2014,dengue virus type I,D14194,Orthoflavivirus denguei,1503,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus 1 isolate D14194 envelope glycoprotein gene, partial cds",2014,world,1970
MH010603,1/1/2017,Dengue virus type 3,D3/Zhejiang/17-16/2017,Orthoflavivirus denguei,1479,GenBank,partial,,,1,China,China,,Homo sapiens,,"Dengue virus type 3 isolate D3/Zhejiang/17-16/2017 envelope protein gene, partial cds",2017,world,1970
MN886856,11/30/2014,dengue virus type I,GZ8H/2019038/2014/I,Orthoflavivirus denguei,10697,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate GZ8H/2019038/2014/I polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2014,world,1970
MT705120,11/1/2019,dengue virus type I,YN-19-H14,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-H14 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MK564485,8/28/2018,Dengue virus type 2,GZ18XN20669,Orthoflavivirus denguei,10558,GenBank,partial,Cosmopolitan,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate GZ18XN20669 polyprotein (POLY) gene, complete cds",2018,world,1970
KJ622196,1/1/2013,Dengue virus type 3,HN/2013/92,Orthoflavivirus denguei,10710,GenBank,partial,3,,,China,China,,Homo sapiens,,"Dengue virus 3 isolate HN/2013/92, complete sequence",2013,world,1970
MW547467,9/10/2019,dengue virus type I,DENV58,Orthoflavivirus denguei,1565,GenBank,partial,,,,China: Hainan HK,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV58 polyprotein (POLY) gene, partial cds",2019,world,1970
MG840621,1/1/2017,Dengue virus type 2,D2/China/GDcz/D17045/2017(Thailand),Orthoflavivirus denguei,1485,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDcz/D17045/2017(Thailand) envolope protein (E) mRNA, partial cds",2017,world,1970
MK949434,9/29/2018,Dengue virus type 2,HNQY2018193,Orthoflavivirus denguei,2328,GenBank,partial,cosmopolitan,,,"China: Qiyang county, Hunan",China,,Homo sapiens,blood,"Dengue virus type 2 isolate HNQY2018193 polyprotein (POLY) gene, partial cds",2018,world,1970
MF598869,9/10/2016,Dengue virus type 4,16DGR42,Orthoflavivirus denguei,1484,GenBank,partial,DENV-4,,,China: Yunnan,China,,Homo sapiens,blood,"Dengue virus type 4 isolate 16DGR42 envelope protein gene, partial cds",2016,world,1970
MK466348,7/14/2017,dengue virus type I,BNJH17011,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Yunnan Province,China,,Homo sapiens,blood,"Dengue virus type I isolate BNJH17011 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
KU291672,1/1/2013,Dengue virus,D1/China/GDfs/D13182/2013,Orthoflavivirus denguei,1479,GenBank,partial,DENV 1,,1,China,China,,Homo sapiens,,"Dengue virus isolate D1/China/GDfs/D13182/2013 envelope protein gene, partial cds",2013,world,1970
MH827534,1/1/2017,Dengue virus type 2,D2/China/GDsz/D15328/2015(Taiwan),Orthoflavivirus denguei,10724,GenBank,complete,2,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2/China/GDsz/D15328/2015(Taiwan), complete genome",2017,world,1970
MK566217,8/31/2017,dengue virus type I,GZHaizhu161/2017,Orthoflavivirus denguei,1478,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus type I isolate GZHaizhu161/2017 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
KR347384,1/1/2013,Dengue virus 3,D3-083,Orthoflavivirus denguei,1479,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus 3 isolate D3-083 envelope protein gene, partial cds",2013,world,1970
OR029788,8/19/2019,dengue virus type 1,DENV1_D191133,Orthoflavivirus denguei,10653,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D191133 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KX056445,8/2/2014,dengue virus type I,DENV-1/China/YN/DGRL6 (2014),Orthoflavivirus denguei,1485,GenBank,partial,DENV 1,,,China: Yunnan,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV-1/China/YN/DGRL6 (2014) envelope protein gene, partial cds",2014,world,1970
MW582711,8/18/2019,dengue virus type I,ZJWZ2019-059,Orthoflavivirus denguei,1056,GenBank,partial,,,,"China: Wenzhou,Zhejiang",China,,Homo sapiens,blood,"Dengue virus type I isolate ZJWZ2019-059 polyprotein, nonstructural protein NS1 region, (POLY) gene, partial cds",2019,world,1970
MG738060,1/1/2017,dengue virus type I,D1/China/GDfs/D17026/2017(Philippines),Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDfs/D17026/2017(Philippines) envelope protein (E) gene, partial cds",2017,world,1970
KM651771,9/1/2013,Dengue virus type 3,,Orthoflavivirus denguei,1479,GenBank,partial,,,1,China,China,,Homo sapiens,blood,"Dengue virus 3 strain JH639/09/2013/China envelope protein gene, partial cds",2013,world,1970
OR029793,8/20/2019,dengue virus type 1,DENV1_D191146,Orthoflavivirus denguei,10654,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D191146 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MN923138,7/27/2018,Dengue virus type 2,2018XN19145,Orthoflavivirus denguei,1457,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 2018XN19145 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
OR029886,8/9/2019,dengue virus type 1,DENV1_D19720,Orthoflavivirus denguei,10654,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19720 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MT705109,11/1/2019,dengue virus type I,YN-19-W52,Orthoflavivirus denguei,1485,GenBank,partial,,,,China: Xi Shuang Ban Na,China,,Homo sapiens,blood,"Dengue virus type I isolate YN-19-W52 polyprotein, envelope protein E region, (POLY) gene, partial cds",2019,world,1970
MH110611,9/1/2017,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,2,,,China: Hangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 strain D2-E/CN/HZ-1536/NGS/2017 envelope protein gene, partial cds",2017,world,1970
KF954946,8/8/2013,Dengue virus type 3,13GDZDVS30B,Orthoflavivirus denguei,10686,GenBank,complete,III,,,China: Zhongshan,China,,Homo sapiens,blood,"Dengue virus 3 isolate 13GDZDVS30B, complete genome",2013,world,1970
PP563838,9/30/2023,dengue virus type 1,23GZ19802_D1_FJ,Orthoflavivirus denguei,10697,GenBank,partial,,,,China: Fujian,China,,Homo sapiens,blood,"Dengue virus type 1 isolate 23GZ19802_D1_FJ polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2023,world,1970
OR029869,8/6/2019,dengue virus type 1,DENV1_D19466,Orthoflavivirus denguei,10653,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate DENV1_D19466 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
MG738133,1/1/2017,dengue virus type I,D1/China/GDzs/D17498/2017,Orthoflavivirus denguei,1485,GenBank,partial,I,,,China,China,,Homo sapiens,blood,"Dengue virus type I isolate D1/China/GDzs/D17498/2017 envelope protein (E) gene, partial cds",2017,world,1970
MT804451,8/8/2013,dengue virus type I,13XN24276,Orthoflavivirus denguei,1479,GenBank,partial,,,,China: (Guangzhou),China,,Homo sapiens,blood,"Dengue virus type I isolate 13XN24276 polyprotein, envelope protein E region, (POLY) gene, partial cds",2013,world,1970
MK931419,9/1/2018,Dengue virus type 2,D2-E/CN/HuNanQY12/2018,Orthoflavivirus denguei,1485,GenBank,partial,Cosmopolitan,,,China: Yongzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate D2-E/CN/HuNanQY12/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
MN018287,5/8/2014,dengue virus type I,D14002,Orthoflavivirus denguei,10735,GenBank,complete,,,,China: Guangdong Province,China,,Homo sapiens,,"Dengue virus type I isolate D14002, complete genome",2014,world,1970
MG840491,1/1/2015,Dengue virus type 3,D3/China/GDgz/D15118/2015(fs_bingli),Orthoflavivirus denguei,1479,GenBank,partial,,,,China,China,,Homo sapiens,blood,"Dengue virus type 3 isolate D3/China/GDgz/D15118/2015(fs_bingli) envelope protein (E) gene, partial cds",2015,world,1970
KR347413,1/1/2013,Dengue virus 3,D3-120,Orthoflavivirus denguei,1479,GenBank,partial,,,,China,China,,Homo sapiens,,"Dengue virus 3 isolate D3-120 envelope protein gene, partial cds",2013,world,1970
MW295818,10/9/2020,Dengue virus type 2,20XN94134_D2_FULL,Orthoflavivirus denguei,10566,GenBank,partial,,,,China: Guangzhou,China,,Homo sapiens,blood,"Dengue virus type 2 isolate 20XN94134_D2_FULL polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2020,world,1970
